GolfClashClans,2018-09-30T00:00:00Z,3125.8526315789472,285,all
GolfClashClans,2018-10-07T00:00:00Z,31174.793103448275,58,all
GolfClashClans,2018-10-14T00:00:00Z,37481.26,50,all
GolfClashClans,2018-10-21T00:00:00Z,6309.066666666667,15,all
GolfClashClans,2018-10-28T00:00:00Z,42792.46666666667,15,all
GolfClashClans,2018-11-04T00:00:00Z,25475,52,all
GolfClashClans,2018-11-11T00:00:00Z,47661.107142857145,28,all
GolfClashClans,2018-11-18T00:00:00Z,86179.17073170732,41,all
GolfClashClans,2018-11-25T00:00:00Z,20272.043478260868,23,all
GolfClashClans,2018-12-02T00:00:00Z,48231.692307692305,13,all
GolfClashClans,2018-12-09T00:00:00Z,32184.51851851852,27,all
GolfClashClans,2018-12-16T00:00:00Z,96948.85,20,all
GolfClashClans,2018-12-23T00:00:00Z,291575.64,25,all
GolfClashClans,2018-12-30T00:00:00Z,22663.470588235294,17,all
GolfClashClans,2019-01-06T00:00:00Z,46417.86486486487,37,all
GolfClashClans,2019-01-13T00:00:00Z,25456.222222222223,36,all
GolfClashClans,2019-01-20T00:00:00Z,231565.54545454544,33,all
GolfClashClans,2019-01-27T00:00:00Z,39002.15151515151,33,all
GolfClashClans,2019-02-03T00:00:00Z,25766.5625,16,all
GolfClashClans,2019-02-10T00:00:00Z,52331.67441860465,43,all
GolfClashClans,2019-02-17T00:00:00Z,71283.8,10,all
GolfClashClans,2019-02-24T00:00:00Z,16172.444444444445,27,all
GolfClashClans,2019-03-03T00:00:00Z,30189.875,24,all
GolfClashClans,2019-03-10T00:00:00Z,33860.208333333336,24,all
GolfClashClans,2019-03-17T00:00:00Z,125566.57142857143,35,all
GolfClashClans,2019-03-24T00:00:00Z,327583.75,20,all
GolfClashClans,2019-03-31T00:00:00Z,27155.724137931036,29,all
GolfClashClans,2019-04-07T00:00:00Z,37894.608695652176,23,all
GolfClashClans,2019-04-14T00:00:00Z,81191.08333333333,36,all
GolfClashClans,2019-04-21T00:00:00Z,43216.46666666667,30,all
GolfClashClans,2019-04-28T00:00:00Z,17670.88888888889,9,all
GolfClashClans,2019-05-05T00:00:00Z,41130.75,44,all
GolfClashClans,2019-05-12T00:00:00Z,17121.068965517243,29,all
GolfClashClans,2019-05-19T00:00:00Z,2391.8,5,all
