numetal,1.893003170113454,1,0.01
lostgirl,2.1269577647349203,1,0.9
Boobies,2.043660434249512,1,0.33
mculeaks,2.0686217454244464,1,0.01
AdrianaChechik,1.8354627724817352,1,0
Preset_Market,2.0933207130404776,1,0
Celebsnudess,2.729784861914292,2,0
regularshowmemes,2.2129070509209785,1,0.47
ApexSquads,2.6088050651296797,1,0.06
wifesharing,1.7663718755784874,5,0.01
fentanyl,1.7235525107493668,1,0
suspiciouslyspecific,1.9658570901306311,12,0.68
greatdanes,1.9038432444021414,17,0.22
BattlePaintings,2.036401049098665,4,0.01
earlsweatshirt,1.8027274766967933,2,0.02
Chennai,1.9474682017844183,4,0.48
metaldetecting,1.6842750964629591,1,0
mkbhd,1.78288422052696,1,0
grimdefender,1.684004194941814,1,0
panamacity,1.983654311780479,9,0.42
Kalilinux,2.136796842923613,20,0.69
PraiseTheCameraMan,1.8062582509639873,2,0
Electricity,2.0571292074070384,35,0.66
spotify,1.6952848614556235,2,0
streetphotography,1.7213108118914144,1,0
newsokur,2.0562192492504168,219,0.36
DisneyTravel,1.6325378133134707,1,0
kobo,1.6887068795342757,1,0
