beauty,1.8905569369463,4,0.05
beauty,1.8172924329637328,1,0
beauty,1.893003170113454,1,0
beauty,1.9378488775755884,2,0.69
beauty,2.1629824167164795,1,0.04
beauty,1.9127888278355032,2,0.06
beauty,2.3416528853065723,1,0.71
beauty,1.9219312359818854,2,0
beauty,1.7494116452597115,1,0.01
beauty,2.11250300305177,2,0.68
beauty,2.0432230026367577,1,0.61
beauty,2.043660434249512,1,0.34
beauty,1.8354627724817352,1,0
beauty,2.057950310274264,1,0.49
beauty,2.05184052015795,1,0.12
beauty,1.9357300357307232,1,0.14
beauty,2.1269577647349203,1,0.93
beauty,1.893003170113454,1,0
vce,1.8905569369463,4,0.04
beneater,1.8172924329637328,1,0
numetal,1.893003170113454,1,0
transadorable,1.9378488775755884,2,0.72
StuffOnCats,2.1629824167164795,1,0.04
Pee,1.9127888278355032,2,0.09
Spicy_Memes,2.3416528853065723,1,0.7
GolfClashClans,1.9219312359818854,2,0
areolas,1.7494116452597115,1,0
Morphs,2.11250300305177,2,0.66
Slut,2.0432230026367577,1,0.68
Boobies,2.043660434249512,1,0.27
AdrianaChechik,1.8354627724817352,1,0
hugeboobs,2.057950310274264,1,0.58
Mondo,2.05184052015795,1,0.09
WedgieGirls,1.9357300357307232,1,0.14
lostgirl,2.1269577647349203,1,0.94
mculeaks,2.0686217454244464,1,0
Preset_Market,2.0933207130404776,1,0
Celebsnudess,2.729784861914292,2,0
regularshowmemes,2.2129070509209785,1,0.36
ApexSquads,2.6088050651296797,1,0.06
spotify,1.6952848614556235,2,0
TechnoProduction,1.6444973905602485,1,0
JustCause,1.596504666508233,1,0
Tierzoo,1.939391071893391,38,0.18
MakeupAddictionCanada,1.6166661982325874,1,0
Justrolledintotheshop,1.5594821793631715,2,0
transtimelines,1.6518579273622584,1,0
metaldetecting,1.6842750964629591,1,0
PraiseTheCameraMan,1.8062582509639873,2,0
Electricity,2.0571292074070384,35,0.6
streetphotography,1.7213108118914144,1,0
DisneyTravel,1.6325378133134707,1,0
kobo,1.6887068795342757,1,0
wifesharing,1.7663718755784874,5,0
greatdanes,1.9038432444021414,17,0.27
BattlePaintings,2.036401049098665,4,0.04
Chennai,1.9474682017844183,4,0.49
mkbhd,1.78288422052696,1,0
fentanyl,1.7235525107493668,1,0
suspiciouslyspecific,1.9658570901306311,12,0.65
earlsweatshirt,1.8027274766967933,2,0
grimdefender,1.684004194941814,1,0
panamacity,1.983654311780479,9,0.4
Kalilinux,2.136796842923613,20,0.68
dankmemes,1.617577502358584,11,0
EpicSeven,1.5002616273218705,3,0
environment,1.935835250085429,442,0.11
GetMotivated,1.558035975183191,1,0
therewasanattempt,1.9237855685150222,292,0.23
spirituality,1.5572923367302907,1,0
newsokur,2.0562192492504168,219,0.31
morbidquestions,1.9494014028575972,446,0.43
UnethicalLifeProTips,1.9396076428578142,254,0.63
movies,1.4838859708193026,3,0
USPS,1.5419187018713791,2,0
RedDeadOnline,1.5499535938878248,1,0
FinancialCareers,1.5398462856325497,1,0
SexclusiveSelling,2.5222757884084444,4056,0.75
nostalgia,1.6537934841113788,1,0
CrackWatch,1.6240643427309547,1,0
boottoobig,1.7279436551478107,1,0
Memes_Of_The_Dank,1.7415774083832307,1,0
FortNiteBR,1.484613001264337,5,0
Eyebleach,1.6277783210597898,1,0
FloridaMan,1.9302909641200454,54,0.22
SweatyPalms,1.652805545828123,1,0
beauty,1.594851870255775,1,0
saplings,1.5911112108112646,1,0
AskMen,1.4886974043446108,2,0
destiny2,1.512065600756804,3,0
JusticeServed,1.5208084650218225,3,0
OverwatchUniversity,1.4858571028026233,3,0
neoliberal,1.5324021064706765,3,0
Tinder,1.5335624455571601,3,0
gifs,1.8461218005141307,727,0
Android,1.5071566828347425,3,0
BlackPeopleTwitter,1.5120207159448875,2,0
Art,1.672355462956103,5,0
apple,1.499338885916956,3,0
mildlyinteresting,1.7389209063705104,151,0.04
fantasyfootball,1.488907294935424,2,0
insanepeoplefacebook,1.9459397355544525,1508,0.93
trashy,1.911701425479611,1151,0.33
WTF,1.9300240596535996,838,0.39
whatcarshouldIbuy,1.4943811665055104,3,0
HistoryMemes,2.0023201058971374,908,0.47
Whatcouldgowrong,1.9354826258177378,643,0.5
